accountant,3
accountants,3
accounted,3
accounting,3
accounts,2
accoutrements,4
accredited,4
accretion,3
accrue,2
accrued,2
accruing,2
accumulate,4
accumulated,5
accumulates,4
accumulating,5
accumulation,5
accumulations,5
accuracy,3
accurate,2
accurately,3
accursed,2
accusation,4
accusations,4
accusative,4
accuse,2
accused,2
accuser,3
accusers,3
accuses,3
accusing,3
accustom,3
accustomed,3
ace,1
aces,2
acetate,3
acetic,3
acetylene,4
ach,3
ache,1
ached,1
aches,1
achieve,2
achieved,2
achievement,3
achievements,3
achieves,2
achieving,3
acid,2
acidity,4
acids,2
acknowledge,3
acknowledged,3
acknowledgement,4
acknowledges,4
acknowledging,4
acknowledgment,4
acknowledgments,4
acme,2
acolyte,3
acolytes,3
acorn,2
acorns,2
acquaint,2
acquaintance,3
acquaintances,4
acquaintanceship,4
acquainted,3
acquiesce,3
acquiesced,3
acquiescence,4
acquiescent,4
acquiescing,4
acquire,2
acquired,2
acquires,2
acquiring,3
acquisition,4
acquisitions,4
acquit,2
acquittal,3
acquitted,3
acquitting,3
acre,2
acreage,2
acres,2
acrid,2
acrimonious,4
acrimony,4
acrobat,3
acrobatic,4
acrobats,3
across,2
act,1
acted,2
acting,2
action,2
actions,2
active,2
actively,3
activities,4
activity,4
actor,2
actor's,2
actors,2
actress,2
actresses,3
acts,1
actual,3
actuality,5
actually,2
actuate,3
acumen,3
acute,2
acutely,3
acuteness,3
ad,1
adage,2
adamant,3
adapt,2
adaptability,6
adaptable,4
adaptation,4
adaptations,4
adapted,3
adapting,3
adaptive,3
adapts,2
add,1
added,2
adder,2
addicted,3
addiction,3
adding,2
addition,3
additional,3
additionally,4
additions,3
addled,2
address,2
addressed,2
addresses,3
addressing,3
adds,1
adept,2
adequacy,4
adequate,3
adequately,4
adhere,2
adhered,2
adherence,3
adherent,3
adherents,3
adheres,2
adhering,3
adhesion,3
adhesive,3
adieu,2
adjacent,3
adjective,3
adjectives,3
adjoining,3
adjoins,2
adjourn,2
adjourned,2
adjournment,3
adjudge,2
adjudged,2
adjudication,5
adjunct,2
adjuncts,2
adjust,2
adjustable,4
adjusted,3
adjusting,3
adjustment,3
adjustments,3
adjusts,2
adjutant,3
administer,4
administered,4
administering,4
administers,4
administration,5
administrations,5
administrative,5
administrator,5
administrators,5
admirable,3
admirably,3
admiral,2
admiral's,2
admirals,2
admiralty,3
admiration,4
admire,2
admired,2
admirer,3
admirers,3
admires,2
admiring,3
admiringly,4
admissible,4
admission,3
admissions,3
admit,2
admittance,3
admitted,3
admittedly,4
admonish,3
admonished,3
admonishes,4
admonishing,4
admonition,4
admonitions,4
admonitory,5
ado,2
adobe,3
adolescence,4
adolescent,4
adopt,2
adopted,3
adopting,3
adoption,3
adoptive,3
adopts,2
adorable,4
adoration,4
adore,2
adored,2
adores,2
adoring,3
adorn,2
adorned,2
adorning,3
adornment,3
adorns,2
adrenal,3
adrift,2
adroit,2
adroitly,3
adulation,4
adult,2
adulterate,4
adulterated,5
adulteration,5
adulterer,3
adulterers,3
adulterous,3
adultery,3
adults,2
advance,2
advanced,2
advancement,3
advances,3
advancing,3
advantage,3
advantageous,4
advantages,4
advent,2
adventure,3
adventurer,3
adventurers,3
adventures,3
adventurous,3
adverb,2
adverbial,3
adverbs,2
adversaries,4
adversary,4
adverse,2
adversely,3
adversity,4
advert,2
advertise,3
advertised,3
advertisement,4
advertisements,4
advertiser,4
advertises,4
advertising,4
advice,2
advisability,6
advisable,4
advise,2
advised,2
advisedly,4
adviser,3
advisers,3
advises,3
advising,3
advisor,3
advisory,3
advocacy,4
advocate,3
advocated,4
advocates,3
advocating,4
ae,1
aegis,2
aer,1
aerial,2
aero,2
aesthetic,3
aesthetically,4
aesthetics,3
afar,2
affable,3
affably,3
affair,2
affairs,2
affect,2
affectation,4
affected,3
affecting,3
affection,3
affectionate,4
affectionately,5
affections,3
affects,2
affidavit,4
affidavits,4
affiliated,5
affiliation,5
affinities,4
affinity,4
affirmation,4
affirmations,4
affirmative,4
affirmatively,5
affirmed,2
affirming,3
affirms,2
affix,2
affixed,2
affixing,3
afflict,2
afflicted,3
afflicting,3
affliction,3
afflictions,3
afflicts,2
affluence,2
affluent,2
afford,2
afforded,3
affording,3
affords,2
affront,2
affronted,3
affronts,2
afield,2
afire,2
aflame,2
afloat,2
afoot,2
aforementioned,4
aforesaid,3
afraid,2
afresh,2
aft,1
after,2
afterglow,3
aftermath,3
afternoon,3
afternoon's,3
afternoons,3
afterthought,3
afterward,3
afterwards,3
ag,2
again,2
against,2
agape,2
agate,2
age,1
aged,2
agencies,3
agency,3
agenda,3
agent,2
agent's,2
agents,2
ages,2
agglomeration,5
aggrandize,3
aggrandizement,4
aggravate,3
aggravated,4
aggravates,3
aggravating,4
aggravation,4
aggregate,3
aggregated,4
aggregates,3
aggregation,4
aggression,3
aggressions,3
aggressive,3
aggressively,4
aggressiveness,4
aggressor,3
aggressors,3
aggrieved,2
aghast,2
agile,2
agility,4
agin,2
aging,2
agitate,3
agitated,4
agitating,4
agitation,4
agitator,4
agitators,4
aglow,2
agnostic,3
ago,2
agog,2
agonies,3
agonized,3
agonizing,4
agony,3
agora,2
agrarian,3
agree,2
agreeable,3
agreed,2
agreeing,2
agreement,3
agreements,3
agrees,2
agricultural,4
agriculture,4
aground,2
agua,2
ague,2
ah,1
aha,2
ahead,2
ahoy,2
ai,2
aid,1
aide,1
aided,2
aides,1
aiding,2
aids,1
ail,1
ailes,1
ailing,2
ailment,2
ailments,2
ails,1
aim,1
aime,1
aimed,1
aimee,2
aiming,2
aimless,2
aimlessly,3
aims,1
ain't,1
aine,1
air,1
aircraft,2
aired,1
airing,2
airman,2
airmen,2
airplane,2
airs,1
airship,2
airships,2
airy,2
aisle,1
aisles,1
ajar,2
akimbo,3
akin,2
al,1
ala,2
alabaster,4
alacrity,4
alan,2
alarm,2
alarmed,2
alarming,3
alarmingly,4
alarms,2
alas,2
alba,2
albatross,3
albeit,2
album,2
albums,2
alchemist,3
alchemy,3
alcohol,3
alcoholic,4
alcove,2
alcoves,2
alder,2
alderman,3
aldermen,3
aldus,2
ale,1
alegre,3
alehouse,2
alene,2
alert,2
alertly,3
alertness,3
alfalfa,3
algebra,3
algebraic,3
alias,2
alibi,3
alien,2
alienate,3
alienated,4
alienating,4
alienation,4
aliens,2
alight,2
alignment,3
alike,2
alimentary,4
alive,2
alkali,3
alkalies,3
alkaline,3
alkaloid,3
all,1
all's,1
alla,2
allay,2
allayed,2
allaying,2
allays,2
allee,2
allegation,4
allegations,4
allege,2
alleged,2
alleges,3
allegiance,3
alleging,3
allegorical,5
allegories,4
allegory,4
allemand,3
allen,2
aller,2
allers,2
alles,1
alleviate,4
alleviated,5
alleviating,5
alleviation,5
alley,2
alleys,2
alleyway,3
allgemeine,3
alli,2
alliance,2
alliances,3
allied,2
allies,2
alligator,4
alligators,4
alliteration,5
allocation,4
allot,2
allotment,3
allotments,3
allow,2
allowable,3
allowance,2
allowances,3
allowed,2
allowing,2
allows,2
alloy,2
alloys,2
alls,1
allspice,2
allude,2
alluded,3
alludes,2
alluding,3
allure,2
allured,2
alluring,3
allusion,3
allusions,3
alluvial,3
alluvium,3
ally,2
allying,2
alma,2
almanac,3
almas,2
almighty,3
almond,2
almonds,2
almoner,3
almost,2
alms,1
aloe,2
aloft,2
alone,2
along,2
alongside,3
aloof,2
aloofness,3
aloud,2
alpaca,3
alpha,2
alphabet,3
alphabetical,5
alpine,2
already,3
als,1
also,2
alt,1
alta,2
altar,2
altars,2
alter,2
altera,3
alteration,4
alterations,4
altercation,4
altercations,4
altered,2
altering,2
alternate,3
alternated,4
alternately,4
alternating,4
alternation,4
alternative,4
alternatively,5
alternatives,4
alters,2
although,2
altitude,3
altitudes,3
alto,2
altogether,4
altos,2
altra,2
altruism,4
altruistic,4
alum,2
alumina,4
aluminium,4
aluminum,4
alumni,3
always,2
am,2
ama,3
amado,3
amalgam,3
amalgamate,4
amalgamated,5
amalgamation,5
amante,3
amass,2
amassed,2
amassing,3
amateur,3
amateurs,3
amaze,2
amazed,2
amazement,3
amazes,3
amazing,3
amazingly,4
ambassador,4
ambassador's,4
ambassadors,4
amber,2
ambergris,3
ambient,2
ambiguity,4
ambiguous,3
ambition,3
ambitions,3
ambitious,3
amble,2
ambled,2
ambling,2
ambrosia,3
ambrosial,3
ambulance,3
ambulances,4
ambush,2
ambushed,2
ambushes,3
ame,1
ameliorate,4
ameliorated,5
amelioration,5
amen,2
amenable,4
amend,2
amended,3
amending,3
amendment,3
amendments,3
amends,2
amenities,4
amenity,4
amer,2
ames,1
amethyst,3
ami,2
amiability,5
amiable,3
amiably,3
amicable,4
amicably,4
amico,3
amid,2
amidships,3
amidst,2
amie,2
amigo,3
amigos,3
amis,2
amiss,2
amistad,3
amity,3
ammonia,3
ammonium,3
ammunition,4
amnesty,3
amo,2
among,2
amongst,2
amor,2
amore,2
amorous,2
amorphous,3
amount,2
amounted,3
amounting,3
amour,2
amphibious,3
amphitheater,5
amphitheatre,5
ample,2
amplification,5
amplified,3
amplify,3
amplitude,3
amply,2
amputated,4
amputation,4
amulet,3
amulets,3
amuse,2
amused,2
amusement,3
amusements,3
amuses,3
amusing,3
amusingly,4
an,1
ana,2
anachronism,5
anachronisms,5
anaesthetic,4
anal,2
analogies,4
analogous,4
analogue,3
analogy,4
analyses,4
analysis,4
analyst,3
analytic,4
analytical,5
analyze,3
analyzed,3
analyzing,4
anarchical,4
anarchist,3
anarchists,3
anarchy,3
anathema,4
anatomical,5
anatomist,4
anatomy,4
ancestor,3
ancestors,3
ancestral,3
ancestry,3
ancho,2
anchor,2
anchorage,2
anchored,2
anchoring,2
anchors,2
anchovies,3
anchovy,3
ancient,2
ancients,2
and,1
andante,3
ander,2
anders,2
andre,2
andres,2
ane,1
anecdote,3
anecdotes,3
anemone,4
anew,2
ang,1
ange,1
angel,2
angel's,2
angelic,3
angels,2
angels',2
anger,2
angered,2
angers,2
angle,2
angled,2
angler,2
anglers,2
angles,2
angling,2
angrier,2
angrily,3
angry,2
angst,1
anguish,2
anguished,2
angular,3
aniline,3
animal,3
animal's,3
animals,3
animate,3
animated,4
animates,3
animating,4
animation,4
anime,3
animosities,5
animosity,5
animus,3
ankara,2
anker,2
ankle,2
ankles,2
anklets,2
ann,1
anna,2
annals,2
annan,2
annas,2
annex,2
annexation,4
annexed,2
annexing,3
annihilate,3
annihilated,4
annihilating,4
annihilation,4
annis,2
anniversaries,4
anniversary,4
anno,2
annotated,4
annotations,4
announce,2
announced,2
announcement,3
announcements,3
announces,3
annoy,2
annoyance,2
annoyances,3
annoyed,2
annoying,2
annoys,2
annual,2
annually,3
annuals,2
annuities,3
annuity,3
annul,2
annular,3
annulled,2
annum,2
anny,2
ano,2
anoint,2
anointed,3
anomalies,4
anomalous,4
anomaly,4
anon,2
anonymous,4
anonymously,5
another,3
another's,3
answer,2
answerable,3
answered,2
answering,2
answers,2
ant,1
antagonism,5
antagonisms,5
antagonist,4
antagonistic,5
antagonists,4
antarctic,3
antecedent,4
antecedents,4
antechamber,4
antelope,3
antennae,3
anterior,3
antes,2
anthem,2
anthems,2
anthology,4
anthracite,3
anthropological,6
anthropology,5
anthropomorphic,5
antic,2
anticipate,4
anticipated,5
anticipates,4
anticipating,5
anticipation,5
anticipations,5
anticipatory,6
antics,2
antidote,3
antigua,3
antipathies,4
antipathy,4
antipodes,4
antiquated,4
antique,2
antiques,2
antiquities,4
antiquity,4
antiseptic,4
antithesis,4
antlers,2
ants,1
anus,2
anvil,2
anxieties,3
anxiety,3
anxious,2
anxiously,3
any,2
anybody,4
anybody's,4
anyhow,3
anymore,3
anyone,3
anyone's,3
anything,3
anyway,3
anyways,3
anywhere,3
ap,2
apace,2
apart,2
apartment,3
apartments,3
apathetic,4
apathy,3
ape,1
apercu,3
aperture,3
apes,1
apex,2
aphorism,4
aphorisms,4
apiece,2
aping,2
aplomb,2
apocalyptic,5
apocryphal,4
apologetic,5
apologetically,6
apologies,4
apologise,4
apologised,4
apologising,5
apologist,4
apologists,4
apologize,4
apologized,4
apologizing,5
apology,4
apoplectic,4
apoplexy,4
apostate,3
apostle,3
apostles,3
apostolic,4
apostrophe,4
apothecary,5
apotheosis,5
appall,2
appalled,2
appalling,3
appallingly,4
apparatus,4
apparel,3
apparent,3
apparently,4
apparition,4
apparitions,4
appeal,2
appealed,2
appealingly,4
appeals,2
appear,2
appearance,3
appearances,4
appeared,2
appearing,3
appears,2
appease,2
appeased,2
appeasing,3
appel,2
appellant,3
appellate,3
appellation,4
appellations,4
append,2
appendage,3
appendages,4
appended,3
appendix,3
appetite,3
appetites,3
appetizing,4
applaud,2
applauded,3
applauding,3
applauds,2
applause,2
apple,2
apples,2
appliance,2
appliances,3
applicability,6
applicable,4
applicant,3
applicants,3
application,4
applications,4
applied,2
apply,2
applying,2
appoint,2
appointed,3
appointing,3
appointment,3
appointments,3
appoints,2
apportion,3
apportioned,3
apportionment,4
appraise,2
appraised,2
appraising,3
appreciable,4
appreciably,4
appreciate,4
appreciated,5
appreciates,4
appreciating,5
appreciation,5
appreciative,4
appreciatively,5
apprehend,3
apprehended,4
apprehending,4
apprehension,4
apprehensions,4
apprehensive,4
apprentice,3
apprenticed,3
apprentices,4
apprenticeship,4
apprise,2
apprised,2
approach,2
approached,2
approaches,3
approaching,3
approbation,4
appropriate,3
appropriately,4
appropriateness,4
appropriates,4
appropriating,5
appropriation,5
appropriations,5
approval,3
approve,2
approved,2
approves,2
approving,3
approvingly,4
approximate,4
approximated,5
approximately,5
approximating,5
approximation,5
apricot,3
apricots,3
apron,2
aprons,2
apropos,3
apt,1
aptitude,3
aptitudes,3
aptly,2
aqua,2
aquarium,3
aquatic,3
aqueduct,3
aqueducts,3
aqueous,2
ar,1
ara,2
arabe,3
arable,3
arbiter,3
arbiters,3
arbitrarily,5
arbitrary,4
arbitrate,3
arbitration,4
arbitrator,4
arbitrators,4
arbor,2
arboreal,3
arbour,2
arc,1
arcade,2
arcades,2
arcana,3
arch,1
archaeological,5
archaeologist,5
archaeologists,5
archaeology,5
archaic,2
archangel,3
archangels,3
archbishop,3
archduke,2
arched,1
archer,2
archers,2
archery,2
arches,2
archetype,3
arching,2
archipelago,5
architect,3
architect's,3
architects,3
architectural,4
architecture,4
architrave,3
archives,2
archly,2
archway,2
arco,2
arcs,1
arctic,2
ardent,2
ardently,3
ardor,2
arduous,2
are,1
area,2
areas,2
aren't,1
arena,3
argent,2
argue,2
argued,2
argues,2
arguing,2
argument,3
argumentation,5
argumentative,5
arguments,3
aria,2
arid,2
arise,2
arisen,3
arises,3
arising,3
aristocracy,5
aristocrat,4
aristocratic,5
aristocrats,4
arithmetic,4
ark,1
arm,1
arm's,1
armada,3
armament,3
armaments,3
armas,2
armchair,2
armchairs,2
armed,1
armen,2
armer,2
armes,1
armies,2
arming,2
armistice,3
armoire,2
armor,2
armored,2
armory,2
armour,2
armpit,2
armpits,2
arms,1
army,2
army's,2
aroma,3
aromatic,4
arose,2
around,2
arouse,2
aroused,2
arouses,3
arousing,3
arraign,2
arraigned,2
arraignment,3
arrange,2
arranged,2
arrangement,3
arrangements,3
arranger,3
arranges,3
arranging,3
arrant,2
array,2
arraying,2
arrears,2
arrest,2
arrested,3
arresting,3
arrests,2
arrival,3
arrivals,3
arrive,2
arrived,2
arrives,2
arriving,3
arrogance,3
arrogant,3
arrogantly,4
arrogate,3
arrow,2
arrowroot,3
arrows,2
arroyo,2
arsenal,3
arsenals,3
arsenic,3
arson,2
art,1
art's,1
arter,2
arterial,3
arteries,2
artery,2
artes,2
artesian,3
artful,2
artfully,3
artichokes,3
article,3
articles,3
articulate,4
articulated,5
articulation,5
artifice,3
artificial,4
artificially,5
artillery,3
artisan,3
artisans,3
artist,2
artist's,2
artistic,3
artistically,4
artistry,3
artists,2
arts,1
as,1
asa,2
asbestos,3
ascend,2
ascendancy,4
ascendant,3
ascended,3
ascendency,4
ascending,3
ascends,2
ascension,3
ascent,2
ascertain,3
ascertained,3
ascertaining,4
ascetic,3
ascribe,2
ascribed,2
ascribes,2
ash,1
ashamed,2
ashen,2
ashes,2
ashore,2
ashy,2
asia,2
asian,2
aside,2
ask,1
askance,2
asked,1
askew,2
asking,2
asks,1
asleep,2
asp,1
asparagus,4
aspect,2
aspects,2
aspen,2
aspens,2
asperity,4
aspersion,3
aspersions,3
asphalt,2
aspirant,3
aspirants,3
aspiration,4
aspirations,4
aspire,2
aspired,2
aspires,2
aspiring,3
ass,1
assail,2
assailant,3
assailants,3
assailed,2
assailing,3
assails,2
assassin,3
assassin's,3
assassinate,4
assassinated,5
assassinating,5
assassination,5
assassinations,5
assassins,3
assault,2
assaulted,3
assaulting,3
assaults,2
assay,2
assemblage,3
assemble,3
assembled,3
assembles,3
assemblies,3
assembling,3
assembly,3
assent,2
assert,2
asserted,3
asserting,3
assertion,3
assertions,3
assertive,3
asserts,2
asses,2
assess,2
assessed,2
assessment,3
assessments,3
assessor,3
assessors,3
asset,2
assets,2
assiduous,3
assiduously,4
assign,2
assigned,2
assigning,3
assignment,3
assignments,3
assigns,2
assimilate,4
assimilated,5
assimilating,5
assimilation,5
assist,2
assistance,3
assistant,3
assistants,3
assisted,3
assisting,3
assists,2
associate,3
associated,5
associates,3
associating,5
association,5
associations,5
assorted,3
assortment,3
assuage,2
assuaged,2
assume,2
assumed,2
assumes,2
assuming,3
assumption,3
assumptions,3
assurance,3
assurances,4
assure,2
assured,2
assuredly,4
assures,2
ast,1
aster,2
asterisk,2
asteroid,3
asters,2
asthmatic,3
astonish,3
astonished,3
astonishing,4
astonishingly,5
astonishment,4
astound,2
astounded,3
astounding,3
astral,2
astray,2
astride,2
astringent,3
astrologer,4
astrologers,4
astrological,5
astrology,4
astronomer,4
astronomers,4
astronomical,5
astronomy,4
astute,2
astuteness,3
asunder,3
asylum,3
at,1
ate,1
ater,2
atheism,3
atheist,2
atheistic,4
atheists,2
athlete,2
athletes,2
athletic,3
athletics,3
athwart,2
atlas,2
atmosphere,3
atmospheric,4
atoll,2
atom,2
atomic,3
atoms,2
atone,2
atonement,3
atop,2
atrium,2
atrocious,3
atrocities,4
atrocity,4
atrophied,3
atrophy,3
attach,2
attache,3
attached,2
attaches,3
attaching,3
attachment,3
attachments,3
attack,2
attacked,2
attacking,3
attacks,2
attain,2
attainable,4
attainder,3
attained,2
attaining,3
attainment,3
attains,2
attar,2
attempt,2
attempted,3
attempting,3
attempts,2
attend,2
attendance,3
attendant,3
attendants,3
attended,3
attending,3
attends,2
attention,3
attentions,3
attentive,3
attentively,4
attenuated,5
attest,2
attested,3
attesting,3
attests,2
attic,2
attics,2
attire,2
attired,2
attitude,3
attitudes,3
attorney,3
attorney's,3
attorneys,3
attract,2
attracted,3
attracting,3
attraction,3
attractions,3
attractive,3
attractively,4
attractiveness,4
attracts,2
attributable,5
attribute,3
attributed,4
attributes,3
attributing,4
attribution,4
attrition,3
attuned,2
au,1
auburn,2
auch,1
auction,2
auctioneer,3
auctions,2
audacious,3
audacity,4
audible,3
audibly,3
audience,2
audiences,3
audio,3
audit,2
auditor,3
auditorium,4
auditors,3
auditory,4
auger,2
aught,1
augment,2
augmentation,4
augmented,3
augmenting,3
augur,2
augurs,2
august,2
auguste,2
aujourd'hui,3
auld,1
aunt,1
aunt's,1
auntie,2
aunts,1
aura,2
aureole,2
aurora,3
aus,1
auspices,3
auspicious,3
austere,2
austerely,3
austerity,4
authentic,3
authenticated,5
authenticity,5
author,2
author's,2
authoritative,5
authoritatively,6
authorities,4
authority,4
authorization,4
authorize,3
authorized,3
authorizes,4
authorizing,4
authors,2
authorship,3
auto,2
autobiographical,6
autobiography,6
autocracy,4
autocrat,3
autocratic,4
autograph,3
autographs,3
automatic,4
automatically,5
automaton,4
automobile,4
automobiles,4
autonomous,4
autonomy,4
autopsy,3
autos,2
autumn,2
autumn's,2
autumnal,3
aux,1
auxiliary,3
av,2
avail,2
availability,6
available,4
availed,2
avalanche,3
avalanches,4
avant,2
avarice,2
ave,2
avenged,2
avenger,3
avenging,3
aventura,4
avenue,3
avenues,3
aver,2
average,2
averaged,2
averages,3
averaging,3
avers,2
averse,2
aversion,3
aversions,3
avert,2
averted,3
averting,3
aviary,4
aviation,4
aviator,4
aviators,3
avid,2
avions,2
avis,2
avocation,4
avoid,2
avoidance,3
avoided,3
avoiding,3
avoids,2
avow,2
avowedly,3
avril,2
aw,1
await,2
awaited,3
awaiting,3
awaits,2
awake,2
awaken,3
awakened,3
awakening,4
awakens,3
award,2
awarded,3
awarding,3
awards,2
aware,2
awareness,3
away,2
awe,1
awed,1
awesome,2
awestruck,2
awful,2
awfully,3
awfulness,3
awhile,2
awkward,2
awkwardly,3
awkwardness,3
awning,2
awoke,2
awry,2
ax,1
axe,1
axed,1
axes,2
axiom,2
axioms,2
axis,2
axle,2
axles,2
ay,1
ayer,1
ayes,1
ayre,1
azure,2
b,1
ba,2
baade,1
baas,1
babble,2
babbled,2
babbling,2
babe,1
babel,2
babes,1
babies,2
baboon,2
baboons,2
baby,2
baby's,2
babyhood,3
babyish,2
bachelor,2
bachelor's,2
bachelors,2
bacillus,3
back,1
backbone,2
backe,1
backed,1
backers,2
backgammon,3
background,2
backgrounds,2
backing,2
backs,1
backsliding,3
backward,2
backwardness,3
backwards,2
backwater,3
backwoods,2
backwoodsman,3
backyard,2
bacon,2
bacteria,3
bad,1
bada,2
bade,1
badge,1
badger,2
badgered,2
badges,2
badly,2
badness,2
baffle,2
baffled,2
baffles,2
baffling,2
bag,1
baggage,2
bagged,1
bagging,2
baggy,2
bagpipe,2
bagpipes,2
bags,1
baguette,2
bah,1
baie,1
bail,1
baile,1
bailed,1
bailiff,2
bailiffs,2
bailing,2
bain,1
bains,1
bait,1
baited,2
baiting,2
baits,1
baize,1
baja,2
bake,1
baked,1
baker,2
baker's,2
bakers,2
bakery,2
baking,2
bal,1
balance,2
balanced,2
balances,3
balancing,3
balconies,3
balcony,3
bald,1
baldness,2
bale,1
baleful,2
bales,1
baling,2
balk,1
balked,1
ball,1
ballad,2
ballads,2
ballast,2
balle,1
balles,1
ballet,2
ballets,2
ballon,2
balloon,2
balloons,2
ballot,2
ballots,2
ballroom,2
balls,1
bally,2
balm,1
balmy,2
balsam,2
bamboo,2
ban,1
banal,2
banana,3
bananas,3
banc,1
banco,2
band,1
banda,2
bandage,2
bandaged,2
bandages,3
banded,2
bandied,2
bandit,2
bandits,2
bands,1
bandy,2
bane,1
bang,1
bange,1
banged,1
banging,2
bangles,2
bangs,1
banish,2
banished,2
banishing,3
banishment,3
banister,3
banjo,2
bank,1
bank's,1
banked,1
banker,2
banker's,2
bankers,2
banking,2
banknotes,2
bankrupt,2
bankruptcy,3
banks,1
banned,1
banner,2
banners,2
banque,1
banquet,2
banquets,2
banter,2
bantered,2
bantering,2
banyan,2
baptism,3
baptismal,3
baptisms,3
baptize,2
baptized,2
bar,1
bara,2
barb,1
barba,2
barbarian,3
barbarians,3
barbaric,3
barbarism,4
barbarity,4
barbarous,2
barbe,1
barbed,1
barber,2
barber's,2
barbers,2
barbier,2
barbs,1
barca,2
barco,2
bard,1
bare,1
bared,1
barefoot,2
barely,2
barest,2
bargain,2
bargained,2
bargaining,3
bargains,2
barge,1
barges,2
baring,2
baritone,3
bark,1
barke,1
barked,1
barking,2
barks,1
barley,2
barn,1
barnacles,3
barns,1
barnyard,2
barometer,4
baron,2
baron's,2
baroness,3
baronet,3
baronets,3
barons,2
barrack,2
barracks,2
barrage,2
barre,2
barred,1
barrel,2
barrels,2
barren,2
barrens,2
barres,1
barricade,3
barricaded,4
barricades,3
barrier,2
barriere,3
barriers,2
barring,2
barrister,3
barristers,3
barroom,2
barrow,2
barrows,2
bars,1
bartender,3
barter,2
bartered,2
bartering,2
basal,2
basalt,2
base,1
baseball,2
based,1
baseless,2
basement,2
baser,2
bases,2
bashful,2
bashfulness,3
basi,2
basic,2
basil,2
basilica,4
basin,2
basing,2
basins,2
basis,2
bask,1
basked,1
basket,2
baskets,2
basking,2
bason,2
bass,1
basse,1
basses,2
bassin,2
basso,2
bast,1
basta,2
bastard,2
bastards,2
baste,1
basted,2
basting,2
bastion,2
bastions,2
bat,1
batch,1
batches,2
bate,1
bated,2
bath,1
bathe,1
bathed,1
bathers,2
bathes,1
bathing,2
bathroom,2
baths,1
baton,2
bats,1
battaglia,3
battalion,3
battalions,3
batten,2
batter,2
batteries,2
battering,2
battery,2
batting,2
battle,2
battle's,2
battled,2
battlefield,3
battlefields,3
battlement,3
battlements,3
battles,2
battleship,3
battleships,3
battling,2
bauble,2
baubles,2
bauxite,2
bawd,1
bawl,1
bawled,1
bay,1
baying,1
bayonet,2
bayonets,2
bayou,1
bayous,1
bays,1
bazaar,2
bazaars,2
bazar,2
be,1
beach,1
beached,1
beaches,2
beacon,2
beacons,2
bead,1
beaded,2
beadle,2
beads,1
beady,2
beak,1
beaker,2
beam,1
beamed,1
beaming,2
beams,1
bean,1
beans,1
bear,1
bear's,1
bearable,3
beard,1
bearded,2
beards,1
beare,1
bearer,2
bearers,2
bearing,2
bearings,2
bears,1
beast,1
beastly,2
beasts,1
beat,1
beaten,2
beater,2
beaters,2
beatified,4
beating,2
beatings,2
beau,1
